"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CMA_UID","PR_UID","CSD_UID","CD_UID","v_CA21_1040: Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)","v_CA21_1043: 0 to 17 years","v_CA21_1046: 0 to 5 years","v_CA21_1049: 18 to 64 years","v_CA21_1052: 65 years and over","v_CA21_1085: Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)","v_CA21_1088: 0 to 17 years","v_CA21_1091: 0 to 5 years","v_CA21_1094: 18 to 64 years","v_CA21_1097: 65 years and over","v_CA21_1140: Gini index on adjusted household total income","v_CA21_1141: Gini index on adjusted household market income","v_CA21_1142: Gini index on adjusted household after-tax income","v_CA21_8: Total - Age","v_CA21_251: 65 years and over","v_CA21_386: Average age","v_CA21_389: Average age"
"26","5350017.02","CT","0017.02",0.5681,8710,5537,5143,"35535","","3520005","3520",19.1,24.4,26.8,17.4,23.8,12.5,13.4,15.6,13.4,7.4,0.402,0.525,0.353,8710,1320,41.2,36.8
"27","5350018.00","CT","0018.00",0.347,3633,2167,1988,"35535","","3520005","3520",9,5.6,3,8.5,21,6.6,4,2,6.9,8,0.399,0.456,0.34,3630,245,37,35.2
"28","5350019.00","CT","0019.00",0.2489,3269,1456,1374,"35535","","3520005","3520",17.3,15.6,11,15.8,28.4,10.8,8,6,11.9,8.5,0.428,0.543,0.37,3270,560,43,42
"29","5350020.00","CT","0020.00",0.7287,2298,1036,991,"35535","","3520005","3520",5.2,6.4,NA,5.4,4,4.2,6,NA,4.6,1.6,0.438,0.478,0.372,2295,520,45.3,49.6
"30","5350021.00","CT","0021.00",0.9119,5192,2847,2610,"35535","","3520005","3520",10.9,8.4,6,11.8,10,7,4.8,3.6,8.5,4,0.537,0.604,0.45,5195,1030,44.1,45.6
"31","5350022.00","CT","0022.00",0.5546,3847,1582,1482,"35535","","3520005","3520",6,5.2,4.5,6.1,6.4,4.4,4,4,4.9,2.4,0.438,0.481,0.371,3845,545,40.2,42.8
"32","5350023.00","CT","0023.00",0.6863,3374,1506,1408,"35535","","3520005","3520",6.7,5.6,5,7,6.6,5.1,4.4,4,6.1,2.8,0.478,0.52,0.412,3375,650,42.6,44.4
"33","5350024.00","CT","0024.00",0.7093,6891,3148,2939,"35535","","3520005","3520",8.4,6.8,4.4,8.2,12,5.7,4.8,2.8,6.3,4.6,0.397,0.456,0.338,6895,995,40,40.8
"34","5350025.00","CT","0025.00",0.5284,3553,1737,1628,"35535","","3520005","3520",11.2,6.6,4,11.2,19.2,7.3,4.4,3,8.4,6,0.402,0.485,0.344,3550,425,40.1,41.2
"35","5350026.00","CT","0026.00",0.7772,6409,3027,2738,"35535","","3520005","3520",12.2,10.4,6.8,11.2,20.8,8.1,6,3.6,8.6,8.4,0.383,0.477,0.331,6410,715,38.8,39.2
"36","5350027.00","CT","0027.00",0.4853,4405,1889,1756,"35535","","3520005","3520",11.1,9.6,7.2,10.1,18,6.7,4,2.5,7.7,5.2,0.41,0.515,0.35,4405,680,40.8,40.4
"37","5350028.01","CT","0028.01",0.2058,1290,714,654,"35535","","3520005","3520",6.2,2.5,NA,6.4,9,4.8,NA,NA,5.6,NA,0.366,0.415,0.314,1295,110,39.7,38.8
"38","5350028.02","CT","0028.02",0.4633,5868,2925,2763,"35535","","3520005","3520",9.7,7.4,4,7.9,24.2,7.1,5.4,3.2,7.8,5.6,0.388,0.464,0.334,5865,695,40.2,39.2
"39","5350029.00","CT","0029.00",0.6766,6722,3110,2945,"35535","","3520005","3520",13.9,13.2,11,10.9,29,9,6.4,5,9.2,10.4,0.423,0.533,0.365,6725,975,41.2,40
"40","5350030.00","CT","0030.00",0.3807,6926,3637,3264,"35535","","3520005","3520",18.3,28,22.4,15.9,20,10.9,13.2,10.8,10.8,7.4,0.41,0.573,0.355,6930,645,36.8,34
"41","5350031.00","CT","0031.00",0.2583,5871,3263,2847,"35535","","3520005","3520",28.2,31,28,24.3,51.2,15.4,13.8,14,16.2,13.4,0.365,0.606,0.324,5875,610,38.5,36.8
"42","5350032.00","CT","0032.00",0.4197,6042,4010,3321,"35535","","3520005","3520",30.9,28.8,33,28.4,47.8,23.4,17.6,19,25.4,15,0.478,0.645,0.417,6040,890,41.5,38
"43","5350033.00","CT","0033.00",0.3196,5515,3557,3123,"35535","","3520005","3520",39,45.6,42,36.2,52.4,28,26,27,29.6,18.8,0.448,0.663,0.398,5515,615,39.6,36.4
"44","5350034.01","CT","0034.01",0.1245,5337,4071,3159,"35535","","3520005","3520",23.7,14,17,22.8,32.4,20.5,8.5,8,23.2,10,0.434,0.515,0.386,5330,725,38.8,32.4
"45","5350034.02","CT","0034.02",0.3982,7992,5993,4896,"35535","","3520005","3520",24.8,29.6,27,24.2,27.6,19.8,14.4,16,20.9,10.8,0.436,0.536,0.388,7990,580,36.2,31.8
"46","5350035.00","CT","0035.00",0.6627,10506,7669,6149,"35535","","3520005","3520",25.1,30.6,32.4,24.8,21.2,21.7,22.6,22.8,22.5,9.6,0.452,0.52,0.406,10510,700,34.2,30.8
"47","5350036.00","CT","0036.00",0.3834,5685,3909,3398,"35535","","3520005","3520",22.6,19,10,19,44.4,16.8,12.4,6,17.8,13.2,0.453,0.562,0.39,5685,810,40.4,34.8
"48","5350037.00","CT","0037.00",0.451,4802,2939,2359,"35535","","3520005","3520",21.6,18,16,22,21.2,23.1,12,12,26.4,10,0.412,0.523,0.366,4800,790,40.6,33.2
"49","5350038.00","CT","0038.00",0.3662,3605,2046,1722,"35535","","3520005","3520",25.9,22,12,22,42.8,23.3,14,6,27,12.6,0.406,0.569,0.361,3610,665,43.4,38.8
"50","5350039.00","CT","0039.00",0.3177,4505,2279,2043,"35535","","3520005","3520",22.5,18.8,17,16.6,50.6,15.2,11.2,11,16,14.6,0.38,0.578,0.333,4505,750,40.9,36
"51","5350040.00","CT","0040.00",0.3687,4274,1930,1739,"35535","","3520005","3520",11.8,11.2,6,10.8,17.2,10.8,6,5,12.5,6.6,0.419,0.545,0.356,4275,620,41.3,38.4
"52","5350041.00","CT","0041.00",0.3171,3324,1632,1480,"35535","","3520005","3520",9.1,8,6,7.9,16,8.3,4,NA,9.6,5.6,0.452,0.551,0.378,3325,525,41.9,38.8
"53","5350042.00","CT","0042.00",0.4899,4423,2179,1960,"35535","","3520005","3520",10,8,6,9.7,13.2,8.4,4.4,5,9.9,4.8,0.41,0.511,0.349,4425,710,41.7,37.6
"54","5350043.00","CT","0043.00",0.5539,3670,1874,1662,"35535","","3520005","3520",10.1,6,NA,10.2,12.8,8.2,2.8,NA,9.6,5.6,0.42,0.517,0.36,3670,630,42.7,39.2
"55","5350044.01","CT","0044.01",0.3972,5016,2629,2414,"35535","","3520005","3520",10,5.6,6,8,23.6,7,4,5,7.8,5.8,0.38,0.469,0.324,5020,800,41.4,37.6
"56","5350044.02","CT","0044.02",0.0932,4255,2994,2702,"35535","","3520005","3520",11.8,17,19,11,24,9.7,10,12,9.6,10,0.366,0.447,0.318,4255,115,33.7,32
"57","5350045.00","CT","0045.00",0.2951,3247,1601,1456,"35535","","3520005","3520",10.8,8.5,7,10.4,14.4,8.8,6.4,6,9.9,4.8,0.36,0.468,0.311,3245,475,41.2,38.4
"58","5350046.00","CT","0046.00",0.4227,3151,1474,1318,"35535","","3520005","3520",11,11.2,12,9.3,18.4,7.9,5.6,5,8.8,6,0.36,0.494,0.313,3150,490,41.4,39.6
"59","5350047.02","CT","0047.02",0.287,3511,2046,1775,"35535","","3520005","3520",24,20.4,18,16.2,53.4,12.7,8.8,10,12.6,16,0.404,0.604,0.351,3510,685,42.7,41.2
"60","5350047.03","CT","0047.03",0.1156,1014,575,549,"35535","","3520005","3520",8,6,NA,8.8,5,6.2,NA,NA,7,NA,0.391,0.459,0.337,1015,90,39.4,38
"61","5350047.04","CT","0047.04",0.2738,2773,1198,1126,"35535","","3520005","3520",7.9,6.8,9,7.3,13.6,5.9,3.2,6,6.9,4.5,0.383,0.456,0.326,2775,330,39.5,39.2
"62","5350048.00","CT","0048.00",0.3349,3353,1630,1474,"35535","","3520005","3520",9.8,8.4,11,9.8,12.8,7.8,5.2,9,9.3,3.2,0.416,0.494,0.351,3350,360,39.5,40
"63","5350049.00","CT","0049.00",0.4652,3351,1477,1365,"35535","","3520005","3520",7.7,6,7,7.4,12,5.2,2.8,2.5,6,4.5,0.405,0.467,0.342,3355,560,42.3,40.4
"64","5350050.01","CT","0050.01",1.2981,8648,4533,4234,"35535","","3520005","3520",7.6,8.2,8,7.4,7.8,4.9,4.2,3.6,5.5,3.4,0.447,0.506,0.381,8650,1750,43.7,42.8
"65","5350050.03","CT","0050.03",1.7111,1085,607,568,"35535","","3520005","3520",9.4,12,12,9.6,5,5.4,7,NA,6.2,NA,0.464,0.515,0.401,1085,170,42.6,41.6
"66","5350050.04","CT","0050.04",0.7566,4907,2300,2144,"35535","","3520005","3520",11,12.8,8,9.1,15.6,5.8,5.8,4.5,6,5.2,0.442,0.525,0.376,4905,800,40.9,41.6
"67","5350051.00","CT","0051.00",0.6912,4979,2376,2139,"35535","","3520005","3520",7.8,3.8,5,8.4,10.4,6.2,2.6,3,7.5,4.8,0.531,0.581,0.453,4980,710,40.3,39.2
"68","5350052.00","CT","0052.00",0.5005,4074,2022,1861,"35535","","3520005","3520",9.1,7.8,6,8.7,14,7,5.6,6,7.6,5.6,0.373,0.438,0.323,4070,455,39.5,39.2
"69","5350053.00","CT","0053.00",0.6839,5823,2892,2642,"35535","","3520005","3520",11,10,6,9.4,20.8,7.8,5.6,3,8.6,5.4,0.349,0.462,0.303,5820,780,40.6,38
"70","5350054.00","CT","0054.00",0.7024,5453,2948,2628,"35535","","3520005","3520",12.4,14.4,17,10.8,17.6,9.6,9.2,8,10.6,5.8,0.389,0.512,0.335,5455,850,41.5,38.4
"71","5350055.00","CT","0055.00",0.2764,2691,1442,1303,"35535","","3520005","3520",10,10,12,9.7,12,9.9,7.2,8,11.1,5.6,0.38,0.466,0.323,2690,365,40.5,36.4
"72","5350056.00","CT","0056.00",0.5095,4436,2200,1960,"35535","","3520005","3520",8.9,7.6,6,8.3,12.4,8.2,4.4,3,9.5,5.2,0.395,0.486,0.335,4435,705,41.4,36.8
"73","5350057.00","CT","0057.00",0.2664,2287,1249,1084,"35535","","3520005","3520",11.4,8.5,12,12.3,9,11,4.5,8,13.2,5,0.398,0.492,0.344,2280,350,40.3,35.6
"74","5350058.00","CT","0058.00",0.3841,3757,2048,1834,"35535","","3520005","3520",13.5,5.6,6,10.9,28.8,10.7,3.2,NA,12.7,6.6,0.469,0.549,0.406,3760,650,42.2,37.6
"75","5350059.00","CT","0059.00",0.3666,3843,1639,1398,"35535","","3520005","3520",10.1,12.8,12,10.1,8.4,11.7,10,10,13.9,3.8,0.44,0.519,0.378,3840,955,45.8,40.4
"76","5350060.00","CT","0060.00",0.2716,2550,1665,1362,"35535","","3520005","3520",15.9,8.5,10,17,14.4,13.7,7,10,15.7,6.4,0.439,0.513,0.384,2550,330,39.4,35.2
"77","5350061.00","CT","0061.00",0.7673,1202,533,481,"35535","","3520005","3520",29.2,28,30,26,40,20,10,NA,23.2,14,0.412,0.55,0.373,1200,175,39,34
"78","5350062.01","CT","0062.01",0.1068,4843,3148,2616,"35535","","3520005","3520",22,25,24,24.9,11.6,18.3,16,18,22.6,4.4,0.496,0.57,0.432,4840,875,40.1,32
"79","5350062.03","CT","0062.03",0.4638,4224,3208,2560,"35535","","3520005","3520",28.1,15,18,33.6,6.6,26.5,14,14,32.2,4,0.675,0.714,0.62,4220,730,39,30
"80","5350062.04","CT","0062.04",0.1215,8524,6535,5409,"35535","","3520005","3520",32.8,29.6,24,33.4,26,29.6,20.8,17.5,31.4,12.4,0.486,0.555,0.443,8525,540,33,28.4
"81","5350063.03","CT","0063.03",0.0934,4869,3604,3186,"35535","","3520005","3520",17.4,17.5,19,17.1,20,14.2,12,14,14.9,9.2,0.412,0.488,0.362,4870,480,39.4,35.2
"82","5350063.04","CT","0063.04",0.1409,4778,3507,3108,"35535","","3520005","3520",27.3,30,26,26,38.4,22.4,19,12,23.6,12.8,0.419,0.54,0.375,4780,450,38.8,33.6
"83","5350063.05","CT","0063.05",0.1299,6551,5240,4250,"35535","","3520005","3520",26.5,21,12,27,23.6,22.8,17.5,9,24,11.2,0.468,0.535,0.416,6550,430,35.2,31
"84","5350063.06","CT","0063.06",0.1922,6217,4628,4081,"35535","","3520005","3520",24.6,19,16,24.8,26,21.5,10,10,24,8.8,0.4,0.505,0.361,6215,795,40.9,36
"85","5350064.00","CT","0064.00",0.1947,4963,3372,2929,"35535","","3520005","3520",14.2,17,12,12.9,26.8,11.4,11,12,11.7,9,0.384,0.46,0.341,4965,505,40.5,36.4
"86","5350065.01","CT","0065.01",0.0861,2650,1872,1465,"35535","","3520005","3520",17,11,10,17.1,22,13.7,2.5,4,15.8,6,0.3,0.419,0.27,2650,230,38.1,34.8
"87","5350065.02","CT","0065.02",0.1434,11120,5692,5135,"35535","","3520005","3520",26.4,29.4,30.2,23.5,38.6,16.2,13.7,14,17.7,11.2,0.295,0.527,0.266,11120,1285,38.8,37.6
"88","5350066.00","CT","0066.00",0.3285,7062,4650,4192,"35535","","3520005","3520",17.4,19.6,15,14,30.6,11.9,10,9,12.9,8.4,0.388,0.506,0.339,7065,1280,45.7,44.8
"89","5350067.00","CT","0067.00",0.6514,1692,843,781,"35535","","3520005","3520",5.4,5,10,5.8,4,4.2,2.5,5,5.2,2.5,0.458,0.498,0.393,1690,335,45.2,46.4
"90","5350068.00","CT","0068.00",0.4175,2451,1321,1226,"35535","","3520005","3520",15.1,14,19,11.2,27.6,8.5,10,16,8.8,6.8,0.457,0.529,0.399,2450,515,45.4,46.4
"91","5350069.00","CT","0069.00",0.8625,4847,1983,1829,"35535","","3520005","3520",7.8,6.8,6,7,13,6.4,4.6,3,6.8,6.8,0.413,0.476,0.35,4845,770,41.7,43.2
"92","5350070.00","CT","0070.00",0.4435,3302,1781,1668,"35535","","3520005","3520",8.9,3.6,6,8.8,13.2,5.8,1.6,NA,7.2,4.8,0.478,0.544,0.406,3300,645,44.4,45.2
"93","5350071.00","CT","0071.00",0.464,3342,1489,1406,"35535","","3520005","3520",8.3,5.6,10,8.1,12,5.6,4,8,6.6,3.8,0.48,0.543,0.41,3345,600,42,43.6
"94","5350072.01","CT","0072.01",0.4061,4509,1973,1881,"35535","","3520005","3520",18.9,18.6,18.5,14.9,37.2,11,10.8,12,11.3,9.6,0.419,0.569,0.36,4510,660,39.4,38.8
"95","5350072.02","CT","0072.02",0.5419,2985,1299,1222,"35535","","3520005","3520",9.5,7.6,5,9.3,13.2,6,3.8,2.5,7.2,3.2,0.372,0.467,0.318,2985,390,40.6,40.8
"96","5350073.00","CT","0073.00",0.3507,2478,1068,993,"35535","","3520005","3520",11.6,12,10,10.5,17.5,8.3,5.6,5,9.2,6.8,0.394,0.509,0.335,2480,320,40.2,40
"97","5350074.00","CT","0074.00",0.3912,3723,1683,1557,"35535","","3520005","3520",12.6,11.6,6,11.3,22,7.8,6,2,8.2,8.5,0.361,0.487,0.312,3725,415,38.4,37.6
"98","5350075.00","CT","0075.00",0.5072,4014,1817,1737,"35535","","3520005","3520",12.2,5.8,5,8.9,30,5.6,2.4,2,6.7,5.6,0.361,0.473,0.314,4010,740,41.8,42
"99","5350076.00","CT","0076.00",0.4682,4237,1870,1792,"35535","","3520005","3520",12.3,10.6,8.5,10.2,25.6,7.1,6.2,6,7.6,6.4,0.352,0.444,0.306,4235,575,40.1,41.2
"100","5350077.00","CT","0077.00",0.5997,4493,1923,1814,"35535","","3520005","3520",9.7,7.4,5,9.8,14,6,2.8,1.6,7.3,6.4,0.358,0.435,0.31,4495,525,38.4,40
"101","5350078.00","CT","0078.00",0.7622,6282,3121,2931,"35535","","3520005","3520",13.6,10.2,9.2,13.5,18.2,8.7,6.2,5.6,10,6.2,0.394,0.484,0.339,6280,1010,41.9,42.8
"102","5350079.00","CT","0079.00",1.0045,7424,2997,2874,"35535","","3520005","3520",7.8,5.4,3.6,5.6,22.6,4,3.5,1.6,3.8,5.4,0.35,0.417,0.299,7420,1040,39.6,41.6
"103","5350080.01","CT","0080.01",0.4847,3707,1717,1586,"35535","","3520005","3520",9.4,6.4,4.5,9.2,14,6.7,3.6,2.5,8.2,3.8,0.337,0.436,0.293,3705,530,40.1,39.6
"104","5350080.02","CT","0080.02",0.4044,4642,2349,2110,"35535","","3520005","3520",18.2,21,21,15.7,29.8,11.6,10.4,12,12.8,6,0.321,0.499,0.284,4640,560,39.8,38.8
"105","5350081.00","CT","0081.00",0.368,2848,1154,1090,"35535","","3520005","3520",6.7,3.8,2.5,7.1,9,4.8,2.4,NA,6.1,2.4,0.318,0.4,0.274,2845,410,40,40.4
"106","5350082.00","CT","0082.00",0.3084,2647,1083,1021,"35535","","3520005","3520",6.1,4.8,2.5,5.7,10,4.8,3.6,NA,5.8,2.5,0.352,0.434,0.295,2650,380,39.8,40
"107","5350083.00","CT","0083.00",0.4464,3869,1921,1798,"35535","","3520005","3520",15.8,6.4,4,8.9,41.2,7.7,3.2,NA,7.5,11.8,0.453,0.554,0.396,3870,865,44.4,44.4
"108","5350084.00","CT","0084.00",0.409,3552,1558,1464,"35535","","3520005","3520",7.9,3.8,4,7,16.4,4.9,3,2.5,5.7,4,0.413,0.474,0.348,3550,580,41.2,41.6
"109","5350085.00","CT","0085.00",0.4947,4160,2347,2182,"35535","","3520005","3520",13.1,7,7,11.5,21.6,7.5,4.4,6,9.1,4.8,0.474,0.554,0.408,4160,910,45,44.8
"110","5350086.00","CT","0086.00",1.139,2528,957,900,"35535","","3520005","3520",5.6,4.8,NA,6.2,4.4,4.5,3.8,NA,5.5,2,0.672,0.683,0.626,2525,470,41.9,45.2
"111","5350087.00","CT","0087.00",1.6034,4814,2608,2374,"35535","","3520005","3520",7.4,9.2,6,8.6,5.2,5.6,7,6,7.2,2.8,0.638,0.663,0.593,4815,1745,51.9,56.8
"112","5350088.00","CT","0088.00",0.2297,3127,2129,1865,"35535","","3520005","3520",15,18.5,16,15.2,13.8,11.1,13,12,12.3,8,0.461,0.531,0.403,3125,880,48.4,47.6
"113","5350089.00","CT","0089.00",0.3297,5349,4313,3222,"35535","","3520005","3520",20.6,25,22,23.6,10.6,17.2,19.5,18,20.6,6.6,0.711,0.743,0.664,5350,1410,47.2,44
"114","5350090.00","CT","0090.00",0.3929,4020,2516,2244,"35535","","3520005","3520",13.8,8.5,10,13.6,15.9,9.1,6.4,9,11.2,5.2,0.59,0.638,0.52,4020,1245,50.5,51.2
"115","5350091.01","CT","0091.01",0.5114,5739,3901,3244,"35535","","3520005","3520",15.8,18.5,22,17.8,9.4,12.7,10.8,12,15.8,4.8,0.629,0.675,0.566,5740,1555,46.9,42.8
"116","5350091.02","CT","0091.02",0.323,3421,2260,1919,"35535","","3520005","3520",18.4,16.5,16,17.7,22.8,14.1,9.5,14,16.2,7.6,0.575,0.646,0.492,3425,590,43.1,40
"117","5350092.00","CT","0092.00",0.6258,6818,4125,3478,"35535","","3520005","3520",10.8,5.8,6,11.5,11,9.5,3.6,2.5,11.2,4.8,0.501,0.559,0.42,6820,1000,40.1,35.6
"118","5350093.00","CT","0093.00",0.6155,5358,2481,2221,"35535","","3520005","3520",9.7,7.8,8.5,9.6,13,7.8,4.8,4,9.1,5.2,0.402,0.475,0.346,5360,915,41.8,39.2
"119","5350094.00","CT","0094.00",0.6373,4699,2141,1960,"35535","","3520005","3520",9.8,10.4,8,9.2,12.8,8.3,7,5,9.4,4,0.359,0.467,0.312,4700,680,41.1,38
"120","5350095.00","CT","0095.00",0.3148,2913,1401,1272,"35535","","3520005","3520",9.6,5,3,9.2,15.2,8,2.8,NA,9.4,5.6,0.348,0.454,0.302,2915,465,41.8,38.8
"121","5350096.01","CT","0096.01",0.1989,1610,716,647,"35535","","3520005","3520",8.6,9.5,12,8.2,9.5,7.6,6,8,8.4,4.5,0.372,0.486,0.32,1610,245,41.7,40.8
"122","5350096.02","CT","0096.02",0.3492,3156,1557,1381,"35535","","3520005","3520",9.7,8,4,9.9,10.4,9.4,5.6,NA,11.1,5.2,0.378,0.496,0.326,3155,525,42.3,38.8
"123","5350097.01","CT","0097.01",0.3799,3929,1710,1516,"35535","","3520005","3520",11.3,10.4,11,10.7,15.4,9.9,6.8,6,11.1,6.8,0.358,0.488,0.309,3930,680,42.1,39.2
"124","5350097.03","CT","0097.03",0.1677,2078,1370,1211,"35535","","3520005","3520",22.9,24,26,22.2,28,16.2,13,16,17.6,8,0.342,0.506,0.308,2080,185,38,35.2
"125","5350097.04","CT","0097.04",0.323,5031,2481,2283,"35535","","3520005","3520",9.6,8.8,9.5,8.5,18,6.8,4,4.5,7.4,5.2,0.326,0.444,0.287,5030,570,39.4,36.4
"126","5350098.00","CT","0098.00",0.7166,6976,3231,2999,"35535","","3520005","3520",12.1,10.4,8.8,9.5,28.4,7.9,5.8,4,8.2,8.4,0.365,0.477,0.315,6975,925,39.7,38.8
"127","5350099.00","CT","0099.00",0.5812,6282,3371,3091,"35535","","3520005","3520",12.8,9.8,8.5,11.8,22.2,8.6,4.6,4.5,9.5,8.4,0.424,0.513,0.365,6285,795,39.9,38.4
"128","5350100.00","CT","0100.00",0.2858,2961,1552,1439,"35535","","3520005","3520",10.6,7.6,3,10.4,16,7.3,2.8,NA,8.4,5.6,0.324,0.416,0.285,2960,365,40,39.6
"129","5350101.00","CT","0101.00",0.4269,3246,1653,1505,"35535","","3520005","3520",9.1,10,12,8.5,11,6.8,5.6,5,7.3,4.5,0.372,0.449,0.315,3245,365,39.3,37.6
"130","5350102.02","CT","0102.02",0.1157,4561,3199,2690,"35535","","3520005","3520",17,15.6,15,14.6,30.2,10.6,5.2,5,11.4,10,0.328,0.445,0.294,4560,695,42.1,38
"131","5350102.03","CT","0102.03",0.1309,3576,2173,2038,"35535","","3520005","3520",14.9,20.4,20,13.8,16.5,9.7,10,12,10.3,5.6,0.368,0.461,0.324,3575,455,40.9,38
